model,host,size,kind,name,samples,ms
correct,48000,0,delay,inApf4,446.759,9.30748
correct,48000,0,tap,L_DELAY1_T1,429,8.9375
correct,48000,0,tap,L_DELAY1_T2,4796,99.9167
correct,48000,0,tap,L_APF2_T,3085,64.2708
correct,48000,0,tap,L_DELAY2_T,3219,67.0625
correct,48000,0,tap,R_DELAY1_T,3209,66.8542
correct,48000,0,tap,R_APF2_T,301,6.27083
correct,48000,0,tap,R_DELAY2_T,1719,35.8125
correct,48000,1,delay,leftApf1,2167.67,45.1598
correct,48000,1,delay,leftDelay1,14364,299.251
correct,48000,1,delay,leftApf2,5806.26,120.964
correct,48000,1,delay,leftDelay2,11999.6,249.992
correct,48000,1,delay,rightApf1,2928.93,61.0195
correct,48000,1,delay,rightDelay1,13602.8,283.391
correct,48000,1,delay,rightApf2,8567.45,178.489
correct,48000,1,delay,rightDelay2,10202.9,212.56
correct,48000,1,delay,inApf1,227.412,4.73774
correct,48000,1,delay,inApf2,172.575,3.59531
correct,48000,1,delay,inApf3,611.27,12.7348
correct,48000,1,delay,inApf4,446.759,9.30748
correct,48000,1,tap,L_DELAY1_T1,429,8.9375
correct,48000,1,tap,L_DELAY1_T2,4796,99.9167
correct,48000,1,tap,L_APF2_T,3085,64.2708
correct,48000,1,tap,L_DELAY2_T,3219,67.0625
correct,48000,1,tap,R_DELAY1_T,3209,66.8542
correct,48000,1,tap,R_APF2_T,301,6.27083
correct,48000,1,tap,R_DELAY2_T,1719,35.8125
correct,48000,2,delay,leftApf1,4335.34,90.3195
correct,48000,2,delay,leftDelay1,28728.1,598.501
correct,48000,2,delay,leftApf2,11612.5,241.927
correct,48000,2,delay,leftDelay2,23999.2,499.983
correct,48000,2,delay,rightApf1,5857.87,122.039
correct,48000,2,delay,rightDelay1,27205.5,566.782
correct,48000,2,delay,rightApf2,17134.9,356.977
correct,48000,2,delay,rightDelay2,20405.8,425.12
correct,48000,2,delay,inApf1,227.412,4.73774
correct,48000,2,delay,inApf2,172.575,3.59531
correct,48000,2,delay,inApf3,611.27,12.7348
correct,48000,2,delay,inApf4,446.759,9.30748
correct,48000,2,tap,L_DELAY1_T1,429,8.9375
correct,48000,2,tap,L_DELAY1_T2,4796,99.9167
correct,48000,2,tap,L_APF2_T,3085,64.2708
correct,48000,2,tap,L_DELAY2_T,3219,67.0625
correct,48000,2,tap,R_DELAY1_T,3209,66.8542
correct,48000,2,tap,R_APF2_T,301,6.27083
correct,48000,2,tap,R_DELAY2_T,1719,35.8125
correct,88200,0,delay,leftApf1,1991.55,22.5799
correct,88200,0,delay,leftDelay1,13197,149.625
correct,88200,0,delay,leftApf2,5334.5,60.4818
correct,88200,0,delay,leftDelay2,11024.6,124.996
correct,88200,0,delay,rightApf1,2690.96,30.5097
correct,88200,0,delay,rightDelay1,12497.5,141.696
correct,88200,0,delay,rightApf2,7871.35,89.2443
correct,88200,0,delay,rightDelay2,9373.9,106.28
correct,88200,0,delay,inApf1,417.869,4.73774
correct,88200,0,delay,inApf2,317.106,3.59531
correct,88200,0,delay,inApf3,1123.21,12.7348
correct,88200,0,delay,inApf4,820.92,9.30748
correct,88200,0,tap,L_DELAY1_T1,788,8.93424
correct,88200,0,tap,L_DELAY1_T2,8813,99.9206
correct,88200,0,tap,L_APF2_T,5669,64.2744
correct,88200,0,tap,L_DELAY2_T,5915,67.0635
correct,88200,0,tap,R_DELAY1_T,5897,66.8594
correct,88200,0,tap,R_APF2_T,554,6.28118
correct,88200,0,tap,R_DELAY2_T,3159,35.8163
correct,88200,1,delay,leftApf1,3983.09,45.1598
correct,88200,1,delay,leftDelay1,26393.9,299.251
correct,88200,1,delay,leftApf2,10669,120.964
correct,88200,1,delay,leftDelay2,22049.3,249.992
correct,88200,1,delay,rightApf1,5381.92,61.0195
correct,88200,1,delay,rightDelay1,24995.1,283.391
correct,88200,1,delay,rightApf2,15742.7,178.489
correct,88200,1,delay,rightDelay2,18747.8,212.56
correct,88200,1,delay,inApf1,417.869,4.73774
correct,88200,1,delay,inApf2,317.106,3.59531
correct,88200,1,delay,inApf3,1123.21,12.7348
correct,88200,1,delay,inApf4,820.92,9.30748
correct,88200,1,tap,L_DELAY1_T1,788,8.93424
correct,88200,1,tap,L_DELAY1_T2,8813,99.9206
correct,88200,1,tap,L_APF2_T,5669,64.2744
correct,88200,1,tap,L_DELAY2_T,5915,67.0635
correct,88200,1,tap,R_DELAY1_T,5897,66.8594
correct,88200,1,tap,R_APF2_T,554,6.28118
correct,88200,1,tap,R_DELAY2_T,3159,35.8163
correct,88200,2,delay,leftApf1,7966.18,90.3195
correct,88200,2,delay,leftDelay1,52787.8,598.501
correct,88200,2,delay,leftApf2,21338,241.927
correct,88200,2,delay,leftDelay2,44098.5,499.983
correct,88200,2,delay,rightApf1,10763.8,122.039
correct,88200,2,delay,rightDelay1,49990.2,566.782
correct,88200,2,delay,rightApf2,31485.4,356.977
correct,88200,2,delay,rightDelay2,37495.6,425.12
correct,88200,2,delay,inApf1,417.869,4.73774
correct,88200,2,delay,inApf2,317.106,3.59531
correct,88200,2,delay,inApf3,1123.21,12.7348
correct,88200,2,delay,inApf4,820.92,9.30748
correct,88200,2,tap,L_DELAY1_T1,788,8.93424
correct,88200,2,tap,L_DELAY1_T2,8813,99.9206
correct,88200,2,tap,L_APF2_T,5669,64.2744
correct,88200,2,tap,L_DELAY2_T,5915,67.0635
correct,88200,2,tap,R_DELAY1_T,5897,66.8594
correct,88200,2,tap,R_APF2_T,554,6.28118
correct,88200,2,tap,R_DELAY2_T,3159,35.8163
correct,96000,0,delay,leftApf1,2167.67,22.5799
correct,96000,0,delay,leftDelay1,14364,149.625
correct,96000,0,delay,leftApf2,5806.26,60.4818
correct,96000,0,delay,leftDelay2,11999.6,124.996
correct,96000,0,delay,rightApf1,2928.93,30.5097
correct,96000,0,delay,rightDelay1,13602.8,141.695
correct,96000,0,delay,rightApf2,8567.45,89.2443
correct,96000,0,delay,rightDelay2,10202.9,106.28
correct,96000,0,delay,inApf1,454.823,4.73774
correct,96000,0,delay,inApf2,345.15,3.59531
correct,96000,0,delay,inApf3,1222.54,12.7348
correct,96000,0,delay,inApf4,893.518,9.30748
correct,96000,0,tap,L_DELAY1_T1,858,8.9375
correct,96000,0,tap,L_DELAY1_T2,9593,99.9271
correct,96000,0,tap,L_APF2_T,6170,64.2708
correct,96000,0,tap,L_DELAY2_T,6438,67.0625
correct,96000,0,tap,R_DELAY1_T,6419,66.8646
correct,96000,0,tap,R_APF2_T,603,6.28125
correct,96000,0,tap,R_DELAY2_T,3438,35.8125
correct,96000,1,delay,leftApf1,4335.34,45.1598
correct,96000,1,delay,leftDelay1,28728.1,299.251
correct,96000,1,delay,leftApf2,11612.5,120.964
correct,96000,1,delay,leftDelay2,23999.2,249.992
correct,96000,1,delay,rightApf1,5857.87,61.0195
correct,96000,1,delay,rightDelay1,27205.5,283.391
correct,96000,1,delay,rightApf2,17134.9,178.489
correct,96000,1,delay,rightDelay2,20405.8,212.56
correct,96000,1,delay,inApf1,454.823,4.73774
correct,96000,1,delay,inApf2,345.15,3.59531
correct,96000,1,delay,inApf3,1222.54,12.7348
correct,96000,1,delay,inApf4,893.518,9.30748
correct,96000,1,tap,L_DELAY1_T1,858,8.9375
correct,96000,1,tap,L_DELAY1_T2,9593,99.9271
correct,96000,1,tap,L_APF2_T,6170,64.2708
correct,96000,1,tap,L_DELAY2_T,6438,67.0625
correct,96000,1,tap,R_DELAY1_T,6419,66.8646
correct,96000,1,tap,R_APF2_T,603,6.28125
correct,96000,1,tap,R_DELAY2_T,3438,35.8125
correct,96000,2,delay,leftApf1,8670.68,90.3195
correct,96000,2,delay,leftDelay1,57456.1,598.501
correct,96000,2,delay,leftApf2,23225,241.927
correct,96000,2,delay,leftDelay2,47998.4,499.983
correct,96000,2,delay,rightApf1,11715.7,122.039
correct,96000,2,delay,rightDelay1,54411.1,566.782
correct,96000,2,delay,rightApf2,34269.8,356.977
correct,96000,2,delay,rightDelay2,40811.5,425.12
correct,96000,2,delay,inApf1,454.823,4.73774
correct,96000,2,delay,inApf2,345.15,3.59531
correct,96000,2,delay,inApf3,1222.54,12.7348
correct,96000,2,delay,inApf4,893.518,9.30748
correct,96000,2,tap,L_DELAY1_T1,858,8.9375
correct,96000,2,tap,L_DELAY1_T2,9593,99.9271
correct,96000,2,tap,L_APF2_T,6170,64.2708
correct,96000,2,tap,L_DELAY2_T,6438,67.0625
correct,96000,2,tap,R_DELAY1_T,6419,66.8646
correct,96000,2,tap,R_APF2_T,603,6.28125
correct,96000,2,tap,R_DELAY2_T,3438,35.8125
correct,192000,0,delay,leftApf1,4335.34,22.5799
correct,192000,0,delay,leftDelay1,28728.1,149.625
correct,192000,0,delay,leftApf2,11612.5,60.4818
correct,192000,0,delay,leftDelay2,23999.2,124.996
correct,192000,0,delay,rightApf1,5857.87,30.5097
correct,192000,0,delay,rightDelay1,27205.5,141.695
correct,192000,0,delay,rightApf2,17134.9,89.2443
correct,192000,0,delay,rightDelay2,20405.8,106.28
correct,192000,0,delay,inApf1,909.647,4.73774
correct,192000,0,delay,inApf2,690.299,3.59531
correct,192000,0,delay,inApf3,2445.08,12.7348
correct,192000,0,delay,inApf4,1787.04,9.30748
correct,192000,0,tap,L_DELAY1_T1,1716,8.9375
correct,192000,0,tap,L_DELAY1_T2,19186,99.9271
correct,192000,0,tap,L_APF2_T,12341,64.276
correct,192000,0,tap,L_DELAY2_T,12876,67.0625
correct,192000,0,tap,R_DELAY1_T,12838,66.8646
correct,192000,0,tap,R_APF2_T,1206,6.28125
correct,192000,0,tap,R_DELAY2_T,6877,35.8177
correct,192000,1,delay,leftApf1,8670.68,45.1598
correct,192000,1,delay,leftDelay1,57456.1,299.251
correct,192000,1,delay,leftApf2,23225,120.964
correct,192000,1,delay,leftDelay2,47998.4,249.992
correct,192000,1,delay,rightApf1,11715.7,61.0195
correct,192000,1,delay,rightDelay1,54411.1,283.391
correct,192000,1,delay,rightApf2,34269.8,178.489
correct,192000,1,delay,rightDelay2,40811.5,212.56
correct,192000,1,delay,inApf1,909.647,4.73774
correct,192000,1,delay,inApf2,690.299,3.59531
correct,192000,1,delay,inApf3,2445.08,12.7348
correct,192000,1,delay,inApf4,1787.04,9.30748
correct,192000,1,tap,L_DELAY1_T1,1716,8.9375
correct,192000,1,tap,L_DELAY1_T2,19186,99.9271
correct,192000,1,tap,L_APF2_T,12341,64.276
correct,192000,1,tap,L_DELAY2_T,12876,67.0625
correct,192000,1,tap,R_DELAY1_T,12838,66.8646
correct,192000,1,tap,R_APF2_T,1206,6.28125
correct,192000,1,tap,R_DELAY2_T,6877,35.8177
correct,192000,2,delay,leftApf1,17341.4,90.3195
correct,192000,2,delay,leftDelay1,114912,598.501
correct,192000,2,delay,leftApf2,46450.1,241.927
correct,192000,2,delay,leftDelay2,95996.8,499.983
correct,192000,2,delay,rightApf1,23431.5,122.039
correct,192000,2,delay,rightDelay1,108822,566.782
correct,192000,2,delay,rightApf2,68539.6,356.977
correct,192000,2,delay,rightDelay2,81623.1,425.12
correct,192000,2,delay,inApf1,909.647,4.73774
correct,192000,2,delay,inApf2,690.299,3.59531
correct,192000,2,delay,inApf3,2445.08,12.7348
correct,192000,2,delay,inApf4,1787.04,9.30748
correct,192000,2,tap,L_DELAY1_T1,1716,8.9375
correct,192000,2,tap,L_DELAY1_T2,19186,99.9271
correct,192000,2,tap,L_APF2_T,12341,64.276
correct,192000,2,tap,L_DELAY2_T,12876,67.0625
correct,192000,2,tap,R_DELAY1_T,12838,66.8646
correct,192000,2,tap,R_APF2_T,1206,6.28125
correct,192000,2,tap,R_DELAY2_T,6877,35.8177
invariant,32000,0,delay,leftApf1,481.704,15.0533
invariant,32000,0,delay,leftDelay1,3192.01,99.7502
invariant,32000,0,delay,leftApf2,1290.28,40.3212
invariant,32000,0,delay,leftDelay2,2666.58,83.3305
invariant,32000,0,delay,rightApf1,650.874,20.3398
invariant,32000,0,delay,rightDelay1,3022.84,94.4637
invariant,32000,0,delay,rightApf2,1903.88,59.4962
invariant,32000,0,delay,rightDelay2,2267.31,70.8534
invariant,32000,0,delay,inApf1,151.608,4.73774
invariant,32000,0,delay,inApf2,115.05,3.59531
invariant,32000,0,delay,inApf3,407.513,12.7348
invariant,32000,0,delay,inApf4,297.839,9.30748
invariant,32000,0,tap,L_DELAY1_T1,190,5.9375
invariant,32000,0,tap,L_DELAY1_T2,2131,66.5938
invariant,32000,0,tap,L_APF2_T,1371,42.8438
invariant,32000,0,tap,L_DELAY2_T,1430,44.6875
invariant,32000,0,tap,R_DELAY1_T,1426,44.5625
invariant,32000,0,tap,R_APF2_T,134,4.1875
invariant,32000,0,tap,R_DELAY2_T,764,23.875
invariant,32000,1,delay,leftApf1,963.409,30.1065
invariant,32000,1,delay,leftDelay1,6384.01,199.5
invariant,32000,1,delay,leftApf2,2580.56,80.6424
invariant,32000,1,delay,leftDelay2,5333.15,166.661
invariant,32000,1,delay,rightApf1,1301.75,40.6796
invariant,32000,1,delay,rightDelay1,6045.67,188.927
invariant,32000,1,delay,rightApf2,3807.76,118.992
invariant,32000,1,delay,rightDelay2,4534.61,141.707
invariant,32000,1,delay,inApf1,151.608,4.73774
invariant,32000,1,delay,inApf2,115.05,3.59531
invariant,32000,1,delay,inApf3,407.513,12.7348
invariant,32000,1,delay,inApf4,297.839,9.30748
invariant,32000,1,tap,L_DELAY1_T1,190,5.9375
invariant,32000,1,tap,L_DELAY1_T2,2131,66.5938
invariant,32000,1,tap,L_APF2_T,1371,42.8438
invariant,32000,1,tap,L_DELAY2_T,1430,44.6875
invariant,32000,1,tap,R_DELAY1_T,1426,44.5625
invariant,32000,1,tap,R_APF2_T,134,4.1875
invariant,32000,1,tap,R_DELAY2_T,764,23.875
invariant,32000,2,delay,leftApf1,1926.82,60.213
invariant,32000,2,delay,leftDelay1,12768,399.001
invariant,32000,2,delay,leftApf2,5161.12,161.285
invariant,32000,2,delay,leftDelay2,10666.3,333.322
invariant,32000,2,delay,rightApf1,2603.5,81.3593
invariant,32000,2,delay,rightDelay1,12091.3,377.855
invariant,32000,2,delay,rightApf2,7615.51,237.985
invariant,32000,2,delay,rightDelay2,9069.23,283.413
invariant,32000,2,delay,inApf1,151.608,4.73774
invariant,32000,2,delay,inApf2,115.05,3.59531
invariant,32000,2,delay,inApf3,407.513,12.7348
invariant,32000,2,delay,inApf4,297.839,9.30748
invariant,32000,2,tap,L_DELAY1_T1,190,5.9375
invariant,32000,2,tap,L_DELAY1_T2,2131,66.5938
invariant,32000,2,tap,L_APF2_T,1371,42.8438
invariant,32000,2,tap,L_DELAY2_T,1430,44.6875
invariant,32000,2,tap,R_DELAY1_T,1426,44.5625
invariant,32000,2,tap,R_APF2_T,134,4.1875
invariant,32000,2,tap,R_DELAY2_T,764,23.875
invariant,44100,0,delay,leftApf1,663.849,15.0533
invariant,44100,0,delay,leftDelay1,4398.99,99.7502
invariant,44100,0,delay,leftApf2,1778.17,40.3212
invariant,44100,0,delay,leftDelay2,3674.88,83.3305
invariant,44100,0,delay,rightApf1,896.986,20.3398
invariant,44100,0,delay,rightDelay1,4165.85,94.4637
invariant,44100,0,delay,rightApf2,2623.78,59.4962
invariant,44100,0,delay,rightDelay2,3124.63,70.8534
invariant,44100,0,delay,inApf1,208.935,4.73774
invariant,44100,0,delay,inApf2,158.553,3.59531
invariant,44100,0,delay,inApf3,561.604,12.7348
invariant,44100,0,delay,inApf4,410.46,9.30748
invariant,44100,0,tap,L_DELAY1_T1,262,5.94104
invariant,44100,0,tap,L_DELAY1_T2,2937,66.5986
invariant,44100,0,tap,L_APF2_T,1889,42.8345
invariant,44100,0,tap,L_DELAY2_T,1971,44.6939
invariant,44100,0,tap,R_DELAY1_T,1965,44.5578
invariant,44100,0,tap,R_APF2_T,184,4.17234
invariant,44100,0,tap,R_DELAY2_T,1053,23.8776
invariant,44100,1,delay,leftApf1,1327.7,30.1065
invariant,44100,1,delay,leftDelay1,8797.97,199.5
invariant,44100,1,delay,leftApf2,3556.33,80.6424
invariant,44100,1,delay,leftDelay2,7349.75,166.661
invariant,44100,1,delay,rightApf1,1793.97,40.6796
invariant,44100,1,delay,rightDelay1,8331.7,188.927
invariant,44100,1,delay,rightApf2,5247.57,118.992
invariant,44100,1,delay,rightDelay2,6249.27,141.707
invariant,44100,1,delay,inApf1,208.935,4.73774
invariant,44100,1,delay,inApf2,158.553,3.59531
invariant,44100,1,delay,inApf3,561.604,12.7348
invariant,44100,1,delay,inApf4,410.46,9.30748
invariant,44100,1,tap,L_DELAY1_T1,262,5.94104
invariant,44100,1,tap,L_DELAY1_T2,2937,66.5986
invariant,44100,1,tap,L_APF2_T,1889,42.8345
invariant,44100,1,tap,L_DELAY2_T,1971,44.6939
invariant,44100,1,tap,R_DELAY1_T,1965,44.5578
invariant,44100,1,tap,R_APF2_T,184,4.17234
invariant,44100,1,tap,R_DELAY2_T,1053,23.8776
invariant,44100,2,delay,leftApf1,2655.39,60.213
invariant,44100,2,delay,leftDelay1,17595.9,399.001
invariant,44100,2,delay,leftApf2,7112.66,161.285
invariant,44100,2,delay,leftDelay2,14699.5,333.322
invariant,44100,2,delay,rightApf1,3587.94,81.3593
invariant,44100,2,delay,rightDelay1,16663.4,377.855
invariant,44100,2,delay,rightApf2,10495.1,237.985
invariant,44100,2,delay,rightDelay2,12498.5,283.413
invariant,44100,2,delay,inApf1,208.935,4.73774
invariant,44100,2,delay,inApf2,158.553,3.59531
invariant,44100,2,delay,inApf3,561.604,12.7348
invariant,44100,2,delay,inApf4,410.46,9.30748
invariant,44100,2,tap,L_DELAY1_T1,262,5.94104
invariant,44100,2,tap,L_DELAY1_T2,2937,66.5986
invariant,44100,2,tap,L_APF2_T,1889,42.8345
invariant,44100,2,tap,L_DELAY2_T,1971,44.6939
invariant,44100,2,tap,R_DELAY1_T,1965,44.5578
invariant,44100,2,tap,R_APF2_T,184,4.17234
invariant,44100,2,tap,R_DELAY2_T,1053,23.8776
invariant,48000,0,delay,leftApf1,722.556,15.0533
invariant,48000,0,delay,leftDelay1,4788.01,99.7502
invariant,48000,0,delay,leftApf2,1935.42,40.3212
invariant,48000,0,delay,leftDelay2,3999.87,83.3305
invariant,48000,0,delay,rightApf1,976.311,20.3398
invariant,48000,0,delay,rightDelay1,4534.26,94.4637
invariant,48000,0,delay,rightApf2,2855.82,59.4962
invariant,48000,0,delay,rightDelay2,3400.96,70.8534
invariant,48000,0,delay,inApf1,227.412,4.73774
invariant,48000,0,delay,inApf2,172.575,3.59531
invariant,48000,0,delay,inApf3,611.27,12.7348
invariant,48000,0,delay,inApf4,446.759,9.30748
invariant,48000,0,tap,L_DELAY1_T1,286,5.95833
invariant,48000,0,tap,L_DELAY1_T2,3197,66.6042
invariant,48000,0,tap,L_APF2_T,2056,42.8333
invariant,48000,0,tap,L_DELAY2_T,2146,44.7083
invariant,48000,0,tap,R_DELAY1_T,2139,44.5625
invariant,48000,0,tap,R_APF2_T,201,4.1875
invariant,48000,0,tap,R_DELAY2_T,1146,23.875
invariant,48000,1,delay,leftApf1,1445.11,30.1065
invariant,48000,1,delay,leftDelay1,9576.02,199.5
invariant,48000,1,delay,leftApf2,3870.84,80.6425
invariant,48000,1,delay,leftDelay2,7999.73,166.661
invariant,48000,1,delay,rightApf1,1952.62,40.6796
invariant,48000,1,delay,rightDelay1,9068.51,188.927
invariant,48000,1,delay,rightApf2,5711.64,118.992
invariant,48000,1,delay,rightDelay2,6801.92,141.707
invariant,48000,1,delay,inApf1,227.412,4.73774
invariant,48000,1,delay,inApf2,172.575,3.59531
invariant,48000,1,delay,inApf3,611.27,12.7348
invariant,48000,1,delay,inApf4,446.759,9.30748
invariant,48000,1,tap,L_DELAY1_T1,286,5.95833
invariant,48000,1,tap,L_DELAY1_T2,3197,66.6042
invariant,48000,1,tap,L_APF2_T,2056,42.8333
invariant,48000,1,tap,L_DELAY2_T,2146,44.7083
invariant,48000,1,tap,R_DELAY1_T,2139,44.5625
invariant,48000,1,tap,R_APF2_T,201,4.1875
invariant,48000,1,tap,R_DELAY2_T,1146,23.875
invariant,48000,2,delay,leftApf1,2890.23,60.213
invariant,48000,2,delay,leftDelay1,19152,399.001
invariant,48000,2,delay,leftApf2,7741.68,161.285
invariant,48000,2,delay,leftDelay2,15999.5,333.322
invariant,48000,2,delay,rightApf1,3905.25,81.3593
invariant,48000,2,delay,rightDelay1,18137,377.855
invariant,48000,2,delay,rightApf2,11423.3,237.985
invariant,48000,2,delay,rightDelay2,13603.8,283.413
invariant,48000,2,delay,inApf1,227.412,4.73774
invariant,48000,2,delay,inApf2,172.575,3.59531
invariant,48000,2,delay,inApf3,611.27,12.7348
invariant,48000,2,delay,inApf4,446.759,9.30748
invariant,48000,2,tap,L_DELAY1_T1,286,5.95833
invariant,48000,2,tap,L_DELAY1_T2,3197,66.6042
invariant,48000,2,tap,L_APF2_T,2056,42.8333
invariant,48000,2,tap,L_DELAY2_T,2146,44.7083
invariant,48000,2,tap,R_DELAY1_T,2139,44.5625
invariant,48000,2,tap,R_APF2_T,201,4.1875
invariant,48000,2,tap,R_DELAY2_T,1146,23.875
invariant,88200,0,delay,leftApf1,1327.7,15.0533
invariant,88200,0,delay,leftDelay1,8797.97,99.7502
invariant,88200,0,delay,leftApf2,3556.33,40.3212
invariant,88200,0,delay,leftDelay2,7349.75,83.3305
invariant,88200,0,delay,rightApf1,1793.97,20.3398
invariant,88200,0,delay,rightDelay1,8331.7,94.4637
invariant,88200,0,delay,rightApf2,5247.57,59.4962
invariant,88200,0,delay,rightDelay2,6249.27,70.8534
invariant,88200,0,delay,inApf1,417.869,4.73774
invariant,88200,0,delay,inApf2,317.106,3.59531
invariant,88200,0,delay,inApf3,1123.21,12.7348
invariant,88200,0,delay,inApf4,820.92,9.30748
invariant,88200,0,tap,L_DELAY1_T1,525,5.95238
invariant,88200,0,tap,L_DELAY1_T2,5875,66.61
invariant,88200,0,tap,L_APF2_T,3779,42.8458
invariant,88200,0,tap,L_DELAY2_T,3943,44.7052
invariant,88200,0,tap,R_DELAY1_T,3931,44.5692
invariant,88200,0,tap,R_APF2_T,369,4.18367
invariant,88200,0,tap,R_DELAY2_T,2106,23.8776
invariant,88200,1,delay,leftApf1,2655.39,30.1065
invariant,88200,1,delay,leftDelay1,17595.9,199.5
invariant,88200,1,delay,leftApf2,7112.66,80.6424
invariant,88200,1,delay,leftDelay2,14699.5,166.661
invariant,88200,1,delay,rightApf1,3587.94,40.6796
invariant,88200,1,delay,rightDelay1,16663.4,188.927
invariant,88200,1,delay,rightApf2,10495.1,118.992
invariant,88200,1,delay,rightDelay2,12498.5,141.707
invariant,88200,1,delay,inApf1,417.869,4.73774
invariant,88200,1,delay,inApf2,317.106,3.59531
invariant,88200,1,delay,inApf3,1123.21,12.7348
invariant,88200,1,delay,inApf4,820.92,9.30748
invariant,88200,1,tap,L_DELAY1_T1,525,5.95238
invariant,88200,1,tap,L_DELAY1_T2,5875,66.61
invariant,88200,1,tap,L_APF2_T,3779,42.8458
invariant,88200,1,tap,L_DELAY2_T,3943,44.7052
invariant,88200,1,tap,R_DELAY1_T,3931,44.5692
invariant,88200,1,tap,R_APF2_T,369,4.18367
invariant,88200,1,tap,R_DELAY2_T,2106,23.8776
invariant,88200,2,delay,leftApf1,5310.79,60.213
invariant,88200,2,delay,leftDelay1,35191.9,399.001
invariant,88200,2,delay,leftApf2,14225.3,161.285
invariant,88200,2,delay,leftDelay2,29399,333.322
invariant,88200,2,delay,rightApf1,7175.89,81.3593
invariant,88200,2,delay,rightDelay1,33326.8,377.855
invariant,88200,2,delay,rightApf2,20990.3,237.985
invariant,88200,2,delay,rightDelay2,24997.1,283.413
invariant,88200,2,delay,inApf1,417.869,4.73774
invariant,88200,2,delay,inApf2,317.106,3.59531
invariant,88200,2,delay,inApf3,1123.21,12.7348
invariant,88200,2,delay,inApf4,820.92,9.30748
invariant,88200,2,tap,L_DELAY1_T1,525,5.95238
invariant,88200,2,tap,L_DELAY1_T2,5875,66.61
invariant,88200,2,tap,L_APF2_T,3779,42.8458
invariant,88200,2,tap,L_DELAY2_T,3943,44.7052
invariant,88200,2,tap,R_DELAY1_T,3931,44.5692
invariant,88200,2,tap,R_APF2_T,369,4.18367
invariant,88200,2,tap,R_DELAY2_T,2106,23.8776
invariant,96000,0,delay,leftApf1,1445.11,15.0533
invariant,96000,0,delay,leftDelay1,9576.02,99.7502
invariant,96000,0,delay,leftApf2,3870.84,40.3212
invariant,96000,0,delay,leftDelay2,7999.73,83.3305
invariant,96000,0,delay,rightApf1,1952.62,20.3398
invariant,96000,0,delay,rightDelay1,9068.51,94.4637
invariant,96000,0,delay,rightApf2,5711.64,59.4962
invariant,96000,0,delay,rightDelay2,6801.92,70.8534
invariant,96000,0,delay,inApf1,454.823,4.73774
invariant,96000,0,delay,inApf2,345.15,3.59531
invariant,96000,0,delay,inApf3,1222.54,12.7348
invariant,96000,0,delay,inApf4,893.518,9.30748
invariant,96000,0,tap,L_DELAY1_T1,572,5.95833
invariant,96000,0,tap,L_DELAY1_T2,6395,66.6146
invariant,96000,0,tap,L_APF2_T,4113,42.8438
invariant,96000,0,tap,L_DELAY2_T,4292,44.7083
invariant,96000,0,tap,R_DELAY1_T,4279,44.5729
invariant,96000,0,tap,R_APF2_T,402,4.1875
invariant,96000,0,tap,R_DELAY2_T,2292,23.875
invariant,96000,1,delay,leftApf1,2890.23,30.1065
invariant,96000,1,delay,leftDelay1,19152,199.5
invariant,96000,1,delay,leftApf2,7741.68,80.6425
invariant,96000,1,delay,leftDelay2,15999.5,166.661
invariant,96000,1,delay,rightApf1,3905.25,40.6796
invariant,96000,1,delay,rightDelay1,18137,188.927
invariant,96000,1,delay,rightApf2,11423.3,118.992
invariant,96000,1,delay,rightDelay2,13603.8,141.707
invariant,96000,1,delay,inApf1,454.823,4.73774
invariant,96000,1,delay,inApf2,345.15,3.59531
invariant,96000,1,delay,inApf3,1222.54,12.7348
invariant,96000,1,delay,inApf4,893.518,9.30748
invariant,96000,1,tap,L_DELAY1_T1,572,5.95833
invariant,96000,1,tap,L_DELAY1_T2,6395,66.6146
invariant,96000,1,tap,L_APF2_T,4113,42.8438
invariant,96000,1,tap,L_DELAY2_T,4292,44.7083
invariant,96000,1,tap,R_DELAY1_T,4279,44.5729
invariant,96000,1,tap,R_APF2_T,402,4.1875
invariant,96000,1,tap,R_DELAY2_T,2292,23.875
invariant,96000,2,delay,leftApf1,5780.45,60.213
invariant,96000,2,delay,leftDelay1,38304.1,399.001
invariant,96000,2,delay,leftApf2,15483.4,161.285
invariant,96000,2,delay,leftDelay2,31998.9,333.322
invariant,96000,2,delay,rightApf1,7810.49,81.3593
invariant,96000,2,delay,rightDelay1,36274.1,377.855
invariant,96000,2,delay,rightApf2,22846.5,237.985
invariant,96000,2,delay,rightDelay2,27207.7,283.413
invariant,96000,2,delay,inApf1,454.823,4.73774
invariant,96000,2,delay,inApf2,345.15,3.59531
invariant,96000,2,delay,inApf3,1222.54,12.7348
invariant,96000,2,delay,inApf4,893.518,9.30748
invariant,96000,2,tap,L_DELAY1_T1,572,5.95833
invariant,96000,2,tap,L_DELAY1_T2,6395,66.6146
invariant,96000,2,tap,L_APF2_T,4113,42.8438
invariant,96000,2,tap,L_DELAY2_T,4292,44.7083
invariant,96000,2,tap,R_DELAY1_T,4279,44.5729
invariant,96000,2,tap,R_APF2_T,402,4.1875
invariant,96000,2,tap,R_DELAY2_T,2292,23.875
invariant,192000,0,delay,leftApf1,2890.23,15.0533
invariant,192000,0,delay,leftDelay1,19152,99.7502
invariant,192000,0,delay,leftApf2,7741.68,40.3212
invariant,192000,0,delay,leftDelay2,15999.5,83.3305
