onsets_ms,density_0_50,density_0_100,density_100_500,crest,rms_tail,peak,rt20,rt30,rt60,centroid_hz
0,900,920,460,24.0741,0.00434181,0.129688,7.73075,5.27621,5.27621,6508.63
